OrderID,OrderDate,CustomerName,Country,Category,Sub-Category,ProductName,Quantity,UnitPrice,Discount,ShippingCost,Profit
ORD103009,2023-07-17,Bradley Bishop,Germany,Electronics,Phones,Phones Somebody,8,223.37,0.04,26.27,268.4
ORD103010,2024-03-18,Tonya Patterson,Australia,Electronics,Laptops,Laptops Become,2,883.3,0.14,13.96,340.63
ORD103011,2023-11-01,Melissa Ellison,India,Electronics,Laptops,Laptops Real,4,80.19,0.12,27.29,44.6
ORD103012,2024-03-21,Ann Tate,Australia,Clothing,Shoes,Shoes Window,10,734.92,0.26,21.91,1479.56
ORD103013,2025-05-02,Stephanie Thomas,Canada,Electronics,Accessories,Accessories Hand,3,83.23,0.26,34.65,22.57
ORD103014,2023-06-28,Carrie Hernandez,India,Home,Kitchen,Kitchen Support,9,766.25,0.13,32.85,1159.35
ORD103015,2024-02-12,Julie Mcclure,Germany,Electronics,Accessories,Accessories Build,5,208.88,0.16,33.08,169.3
ORD103016,2023-11-05,Kimberly Schultz,Canada,Clothing,Shoes,Shoes Tree,10,778.54,0.05,24.64,2188.86
ORD103017,2024-03-18,Jennifer Coleman,India,Home,Furniture,Furniture Role,1,281.23,0.1,16.64,22.65
ORD103018,2023-11-09,Kenneth Arroyo,Canada,Home,Furniture,Furniture Look,5,882.74,0.27,20.25,314.48
ORD103019,2024-07-03,Jill Warren,Australia,Electronics,Laptops,Laptops But,9,512.83,0.02,27.39,988.76
ORD103020,2023-07-25,Amanda Brown,Australia,Electronics,Accessories,Accessories Language,7,509.11,0.05,8.53,294.11
ORD103021,2025-05-17,Debbie Smith,India,Clothing,Shirts,Shirts Appear,5,948.39,0.0,48.68,564.93
ORD103022,2024-01-14,Jonathan Cunningham,France,Electronics,Accessories,Accessories Whether,6,619.85,0.27,35.62,261.11
ORD103023,2023-07-11,Roy Powers,Canada,Electronics,Phones,Phones Positive,2,809.54,0.16,44.17,362.72
ORD103024,2023-10-02,Kathy Bennett,France,Electronics,Laptops,Laptops Serve,6,946.52,0.03,29.46,1562.21
ORD103025,2023-08-16,Cynthia Barnett,UK,Home,Decor,Decor Tend,3,936.84,0.18,18.71,176.14
ORD103026,2023-10-14,Sarah Monroe,UK,Electronics,Laptops,Laptops Agree,9,692.76,0.26,20.73,1135.42
ORD103027,2024-12-07,Jennifer Torres,India,Home,Kitchen,Kitchen Law,3,194.41,0.02,14.01,95.46
ORD103028,2024-07-21,Dana Ward,India,Clothing,Shoes,Shoes To,1,204.42,0.01,13.34,54.0
ORD103029,2025-06-08,Nicholas Stewart,UK,Electronics,Phones,Phones Drop,4,345.96,0.19,5.75,150.33
ORD103030,2024-03-05,Brandon Thornton,Canada,Home,Kitchen,Kitchen Parent,9,160.49,0.08,12.16,294.03
ORD103031,2025-06-25,Jesse Crawford,Germany,Electronics,Phones,Phones Table,6,342.98,0.17,9.2,423.25
ORD103032,2024-01-14,Crystal Ramirez,France,Home,Decor,Decor Manage,8,758.04,0.06,6.16,719.12
ORD103033,2024-08-12,Ralph Holt,India,Clothing,Jackets,Jackets Significant,2,682.09,0.28,33.74,156.15
ORD103034,2023-10-05,Grant Ortiz,Australia,Home,Furniture,Furniture Huge,10,776.95,0.12,34.45,2025.47
ORD103035,2024-05-17,Justin Williams,India,Clothing,Shirts,Shirts Resource,4,792.51,0.29,13.03,569.23
ORD103036,2024-06-01,Jill Roberson,UK,Home,Decor,Decor Structure,7,977.9,0.14,34.99,392.33
ORD103037,2023-11-18,Bradley Graves,Canada,Electronics,Accessories,Accessories Rich,9,474.24,0.29,23.13,192.92
ORD103038,2023-08-24,Eric Meyer,Canada,Home,Kitchen,Kitchen Condition,9,695.28,0.11,6.86,694.39
ORD103039,2024-08-27,Bradley Hunter,Canada,Clothing,Shirts,Shirts Our,5,273.25,0.17,5.03,153.61
ORD103040,2025-05-24,Francis Allen,Germany,Clothing,Jackets,Jackets Ten,8,667.99,0.3,11.73,747.29
ORD103041,2024-03-11,Susan Richards,Canada,Electronics,Laptops,Laptops Case,9,557.5,0.05,20.39,1261.54
ORD103042,2023-07-14,Alexandria Martin,USA,Home,Kitchen,Kitchen Themselves,6,488.22,0.27,10.98,434.65
ORD103043,2025-06-21,Michael Ford,USA,Clothing,Jackets,Jackets Want,8,225.41,0.02,31.32,254.08
ORD103044,2024-03-01,Philip Frost,Australia,Clothing,Jackets,Jackets American,10,71.87,0.09,37.55,164.14
ORD103045,2024-05-03,Cindy Castillo,Canada,Home,Decor,Decor Parent,4,393.71,0.11,5.79,270.09
ORD103046,2025-01-16,George Freeman,Germany,Home,Furniture,Furniture Bill,8,618.29,0.06,35.47,1360.59
ORD103047,2025-05-31,Shannon Myers,France,Electronics,Laptops,Laptops Throw,10,550.74,0.03,15.58,1375.18
ORD103048,2025-05-19,Lisa Frank,Canada,Electronics,Accessories,Accessories Grow,9,616.44,0.28,21.78,450.4
ORD103049,2024-09-25,Mary Jenkins,France,Electronics,Accessories,Accessories Personal,4,201.89,0.12,12.78,48.94
ORD103050,2024-04-26,Christopher Ingram,UK,Electronics,Accessories,Accessories Collection,6,739.34,0.12,25.92,970.59
ORD103051,2025-06-14,Richard Dougherty,USA,Electronics,Phones,Phones Cup,3,900.21,0.04,31.25,638.3
ORD103052,2024-11-18,Jennifer Walters,USA,Clothing,Jackets,Jackets Room,4,648.31,0.18,15.05,573.58
ORD103053,2023-08-12,Michelle Hall,Australia,Electronics,Phones,Phones Republican,2,734.66,0.13,36.36,96.81
ORD103054,2024-05-19,Carl Gibson,Australia,Clothing,Shoes,Shoes Then,5,838.31,0.06,17.39,431.44
ORD103055,2025-05-09,Mark Anderson,Australia,Home,Decor,Decor Political,6,997.62,0.24,37.25,1052.28
ORD103056,2025-05-09,Oscar Boyle,Canada,Electronics,Accessories,Accessories Than,4,888.49,0.16,18.5,538.54
ORD103057,2024-09-18,Vanessa Colon,India,Home,Furniture,Furniture Attorney,6,235.03,0.08,20.66,371.62
ORD103058,2024-08-21,Matthew Flores,Australia,Electronics,Accessories,Accessories Game,1,335.65,0.17,44.19,33.26
ORD103059,2023-11-08,Jimmy Parker,USA,Electronics,Phones,Phones On,8,508.41,0.22,48.93,873.3
ORD103060,2023-07-24,Edward Tyler,USA,Clothing,Shoes,Shoes Continue,2,996.24,0.02,5.35,466.92
ORD103061,2024-04-26,Megan Sampson,India,Electronics,Phones,Phones Church,9,101.63,0.21,31.27,192.85
ORD103062,2025-03-30,Richard Mcdonald,Canada,Electronics,Phones,Phones History,9,305.36,0.08,11.2,444.45
ORD103063,2023-10-19,Jenna Phillips,USA,Home,Furniture,Furniture Seven,10,291.97,0.14,45.75,272.7
ORD103064,2024-08-12,Anthony Lewis,Germany,Electronics,Phones,Phones Stop,6,282.56,0.08,6.19,156.49
ORD103065,2023-08-07,James Torres,India,Clothing,Jackets,Jackets Various,3,824.0,0.19,12.39,293.92
ORD103066,2024-08-13,Wyatt Crawford,USA,Home,Decor,Decor Me,5,359.5,0.03,26.74,342.42
ORD103067,2025-05-23,James Diaz,USA,Home,Decor,Decor Health,2,42.58,0.05,39.95,5.35
ORD103068,2024-12-21,Angela Allen,USA,Clothing,Jackets,Jackets Economy,10,543.61,0.05,46.6,472.93
ORD103069,2023-07-30,Dr. Michelle Carroll DDS,India,Clothing,Shoes,Shoes Use,3,245.41,0.11,25.11,53.57
ORD103070,2024-01-15,Johnny Bryan,Germany,Clothing,Shirts,Shirts Parent,3,445.11,0.07,21.42,215.86
ORD103071,2024-11-27,Jesse Pham,USA,Home,Decor,Decor Spring,5,105.71,0.16,19.49,127.34
ORD103072,2024-09-06,John Jensen,Canada,Home,Decor,Decor Never,8,291.89,0.18,40.49,282.89
ORD103073,2023-10-14,Julie Harris,Australia,Home,Kitchen,Kitchen Kitchen,10,381.37,0.2,48.17,398.02
ORD103074,2024-01-03,Brian Santos,USA,Clothing,Shoes,Shoes Simple,3,955.07,0.27,31.79,382.27
ORD103075,2024-09-14,Lauren Hammond,Germany,Electronics,Accessories,Accessories Key,4,646.48,0.3,41.69,190.3
ORD103076,2024-11-10,Leslie Barnes,France,Home,Decor,Decor Marriage,3,829.7,0.01,36.96,371.23
ORD103077,2023-10-14,Randall Navarro,France,Home,Furniture,Furniture Argue,1,894.58,0.17,10.12,148.23
ORD103078,2025-01-01,Kimberly Edwards,Germany,Electronics,Phones,Phones Take,4,85.56,0.07,47.09,90.77
ORD103079,2024-04-27,Jessica Gonzalez DDS,Germany,Clothing,Shoes,Shoes Very,6,283.17,0.17,38.84,263.52
ORD103080,2025-03-10,Nicholas Griffin,Germany,Home,Furniture,Furniture Lawyer,4,458.8,0.01,30.67,103.16
ORD103081,2025-06-11,Carolyn Martin,USA,Clothing,Jackets,Jackets While,2,585.8,0.17,36.89,49.28
ORD103082,2024-08-11,Tara Butler,India,Electronics,Laptops,Laptops End,6,32.22,0.08,6.42,21.21
ORD103083,2023-10-19,Brandi Willis,UK,Home,Decor,Decor Term,5,821.7,0.2,34.34,379.18
ORD103084,2024-04-26,Jack Lang,USA,Electronics,Phones,Phones That,1,660.15,0.08,30.73,34.63
ORD103085,2024-11-07,Bryan Murphy,UK,Electronics,Accessories,Accessories Nation,2,888.94,0.25,12.49,255.28
ORD103086,2025-05-30,Corey Gould,France,Home,Kitchen,Kitchen Take,5,749.43,0.09,45.02,451.0
ORD103087,2023-08-19,Sara Hoffman,India,Clothing,Shirts,Shirts Operation,6,114.22,0.13,37.57,99.78
ORD103088,2024-02-07,Daniel Parrish,Canada,Clothing,Shoes,Shoes Quality,8,519.99,0.01,10.02,1091.14
ORD103089,2025-05-17,John Harris,Canada,Clothing,Shoes,Shoes Rock,7,883.87,0.28,22.26,1076.77
ORD103090,2023-11-03,Anthony Sanchez,Canada,Electronics,Laptops,Laptops Manager,10,394.5,0.1,20.04,886.08
ORD103091,2023-11-28,Mary Gillespie,UK,Electronics,Laptops,Laptops Home,6,18.56,0.13,45.67,12.79
ORD103092,2024-08-11,Patrick Hickman,Canada,Clothing,Jackets,Jackets Assume,1,232.18,0.03,17.34,29.78
ORD103093,2023-11-02,William Johns,USA,Electronics,Phones,Phones Source,10,181.64,0.23,7.95,116.85
ORD103094,2024-09-17,Dale Barry,Australia,Clothing,Shoes,Shoes Participant,1,316.67,0.07,32.31,75.19
ORD103095,2024-06-25,Cheyenne Lambert,India,Electronics,Phones,Phones Break,10,367.59,0.21,38.87,641.19
ORD103096,2023-07-16,Lori Gibson,Australia,Electronics,Phones,Phones Kind,5,724.7,0.21,34.57,322.75
ORD103097,2023-06-27,Curtis Jimenez,UK,Clothing,Shoes,Shoes Store,3,594.45,0.12,22.18,349.35
ORD103098,2024-12-10,Richard Ramirez,Germany,Clothing,Jackets,Jackets Home,1,532.66,0.19,26.96,89.06
ORD103099,2023-07-18,Kathleen Buck,USA,Electronics,Accessories,Accessories Game,3,477.2,0.14,32.14,346.4
ORD103100,2024-07-31,Colleen Wallace,Canada,Electronics,Laptops,Laptops Next,2,850.6,0.09,28.75,274.14
ORD103101,2024-03-16,Kathleen Johnson,France,Home,Furniture,Furniture National,9,181.71,0.17,43.17,322.45
ORD103102,2023-12-24,Nicole Hall,Canada,Electronics,Laptops,Laptops Exactly,9,448.92,0.09,10.17,572.12
ORD103103,2025-04-11,Yvonne Lin,UK,Home,Furniture,Furniture Law,10,982.57,0.25,21.55,2039.52
ORD103104,2023-09-20,Melinda Armstrong,Australia,Home,Decor,Decor Radio,9,413.85,0.06,37.44,914.75
ORD103105,2024-02-18,Michelle Brown,USA,Electronics,Accessories,Accessories Book,9,97.71,0.06,32.93,110.38
ORD103106,2023-07-26,Cory Myers,Canada,Home,Kitchen,Kitchen Trip,4,673.5,0.0,11.96,217.1
ORD103107,2025-04-11,David Reyes,France,Electronics,Laptops,Laptops Almost,4,982.96,0.1,8.37,798.03
ORD103108,2024-05-26,James Golden,Australia,Home,Decor,Decor Do,2,923.53,0.08,11.0,463.03
ORD103109,2024-01-12,Sean Martin,Australia,Clothing,Shoes,Shoes Soldier,5,232.76,0.13,17.04,262.77
ORD103110,2023-09-22,Kelly Williams,Canada,Clothing,Shirts,Shirts Sort,10,522.62,0.09,47.17,437.04
ORD103111,2023-09-09,Diane Dunn,Germany,Home,Furniture,Furniture Resource,7,747.77,0.25,23.84,998.03
ORD103112,2025-05-26,Tammy Wiley,India,Clothing,Jackets,Jackets Movement,4,773.32,0.26,32.68,409.65
ORD103113,2025-01-05,Carl Morris,USA,Home,Decor,Decor Prepare,9,226.69,0.24,30.88,365.4
ORD103114,2025-05-12,Kelsey Hall,Canada,Clothing,Shirts,Shirts Coach,1,445.87,0.1,8.0,104.82
ORD103115,2025-02-02,Sheila Duncan,UK,Electronics,Phones,Phones Piece,4,824.52,0.25,6.74,363.04
ORD103116,2025-04-15,Craig Brooks,India,Clothing,Shoes,Shoes Paper,6,268.05,0.14,30.67,219.7
ORD103117,2024-07-29,Russell Rice,Canada,Home,Kitchen,Kitchen Face,9,197.95,0.22,25.82,131.83
ORD103118,2024-06-06,Brittany Hudson,France,Electronics,Accessories,Accessories Wish,3,756.74,0.29,38.9,147.82
ORD103119,2024-02-01,Adrienne Norton,France,Electronics,Laptops,Laptops Rich,3,351.92,0.1,39.44,114.24
ORD103120,2025-03-31,Ralph Randolph,USA,Electronics,Laptops,Laptops Authority,10,97.11,0.2,30.62,225.06
ORD103121,2024-11-25,Stephanie Day,UK,Home,Kitchen,Kitchen Be,7,456.27,0.01,48.16,769.8
ORD103122,2023-07-03,Laura Byrd,India,Home,Kitchen,Kitchen Mr,6,413.27,0.13,24.63,481.42
ORD103123,2025-05-09,Mark Castro,Germany,Clothing,Jackets,Jackets Daughter,1,847.86,0.18,11.25,157.39
ORD103124,2024-02-07,Raymond Ross,Germany,Clothing,Jackets,Jackets Meet,4,157.84,0.1,45.34,116.08
ORD103125,2024-12-01,Stacie Atkinson,Canada,Electronics,Phones,Phones Remain,9,264.85,0.03,49.35,244.67
ORD103126,2023-08-25,Alex Williams,India,Clothing,Shirts,Shirts Look,6,161.97,0.25,32.47,103.84
ORD103127,2024-04-03,Deborah Hill,India,Electronics,Accessories,Accessories Others,4,595.71,0.14,39.9,275.8
ORD103128,2024-06-06,Jennifer Beck,USA,Home,Kitchen,Kitchen Tax,2,668.29,0.22,34.11,251.05
ORD103129,2025-06-18,Robert Jones,UK,Electronics,Accessories,Accessories Tough,3,110.07,0.0,22.11,69.8
ORD103130,2023-11-01,Molly Harris,Canada,Home,Kitchen,Kitchen Black,10,414.55,0.13,41.6,825.97
ORD103131,2024-03-24,Victoria Coleman,Canada,Clothing,Jackets,Jackets Tax,3,255.64,0.2,41.08,160.63
ORD103132,2025-05-04,Lisa Flores,USA,Electronics,Accessories,Accessories According,5,642.92,0.28,27.16,572.67
ORD103133,2024-12-10,Keith Campbell,USA,Home,Furniture,Furniture Important,2,553.71,0.2,19.94,88.03
ORD103134,2025-04-14,George Monroe,Germany,Clothing,Jackets,Jackets Relate,1,569.93,0.04,38.57,32.15
ORD103135,2023-11-08,Vanessa Salazar,France,Electronics,Phones,Phones Yourself,1,807.15,0.21,21.67,43.26
ORD103136,2024-09-01,Christopher Wilson,India,Home,Kitchen,Kitchen Authority,10,955.75,0.28,26.68,427.29
ORD103137,2024-05-06,Edward Murray,Australia,Clothing,Shirts,Shirts Force,10,991.36,0.13,45.0,1590.69
ORD103138,2024-01-07,Rachel Jones,Australia,Clothing,Shoes,Shoes Figure,5,849.14,0.18,49.35,895.85
ORD103139,2024-09-27,Samuel Cooley,USA,Home,Decor,Decor Democrat,9,105.25,0.27,9.51,188.6
ORD103140,2024-07-15,Jonathan Martinez,USA,Electronics,Accessories,Accessories Lawyer,6,762.31,0.08,22.89,649.61
ORD103141,2024-07-30,Brenda Mcneil,France,Clothing,Jackets,Jackets Couple,7,469.98,0.13,23.72,686.09
ORD103142,2023-07-19,Michael Mcguire,Germany,Clothing,Shirts,Shirts Edge,2,259.28,0.01,43.61,121.58
ORD103143,2024-06-14,Mr. Jesus Fleming,Canada,Electronics,Phones,Phones Project,6,679.78,0.09,44.91,227.28
ORD103144,2024-03-29,Troy Torres,France,Electronics,Laptops,Laptops Fact,10,219.59,0.28,17.75,203.6
ORD103145,2024-11-12,Kara Jones,USA,Electronics,Phones,Phones Sure,3,230.81,0.24,23.88,153.57
ORD103146,2023-08-11,Randy Whitney,Australia,Clothing,Shirts,Shirts Stand,6,702.29,0.01,13.73,606.41
ORD103147,2024-10-30,Steven Bennett,Germany,Home,Kitchen,Kitchen Huge,5,435.71,0.01,34.15,123.05
ORD103148,2024-02-12,Jimmy Pitts,Australia,Home,Decor,Decor Thousand,1,215.27,0.06,44.74,17.79
ORD103149,2025-01-06,Mindy Patel,Germany,Home,Decor,Decor Safe,6,511.92,0.24,23.95,605.54
ORD103150,2024-07-19,Isabella Adams,India,Electronics,Laptops,Laptops Green,3,40.72,0.2,39.84,27.53
ORD103151,2025-03-21,Andrew Robinson,USA,Electronics,Accessories,Accessories Technology,2,202.86,0.26,30.99,32.65
ORD103152,2024-08-08,Robert Roberts,Canada,Home,Kitchen,Kitchen Lawyer,5,957.27,0.09,35.74,940.36
ORD103153,2025-03-08,Amanda Miller,USA,Clothing,Shirts,Shirts Staff,1,934.65,0.1,13.98,58.27
ORD103154,2025-06-26,Sergio Owens MD,India,Clothing,Jackets,Jackets Green,2,801.84,0.16,32.65,119.72
ORD103155,2024-08-09,Mrs. Candace Kidd,Canada,Home,Furniture,Furniture Trial,6,760.55,0.16,7.83,564.97
ORD103156,2024-06-12,Robert Barber,USA,Electronics,Accessories,Accessories Effect,7,177.4,0.17,40.32,271.82
ORD103157,2024-11-25,David Cross,France,Electronics,Accessories,Accessories Sense,1,481.32,0.16,44.13,71.35
ORD103158,2024-03-01,Brandon Taylor,Australia,Home,Kitchen,Kitchen Treat,7,138.21,0.17,5.55,117.7
ORD103159,2024-08-09,Nicholas Ramirez,USA,Clothing,Shirts,Shirts Production,10,116.93,0.24,12.12,116.97
ORD103160,2025-01-04,Clinton Spence,India,Electronics,Phones,Phones Begin,4,17.36,0.08,11.7,16.78
ORD103161,2024-09-29,Judith Bullock,UK,Home,Furniture,Furniture Memory,1,135.23,0.01,13.64,15.41
ORD103162,2024-01-18,Katrina Davis,India,Clothing,Shirts,Shirts Deep,5,497.88,0.28,16.74,198.96
ORD103163,2024-01-30,Jerry Martin,Canada,Clothing,Shoes,Shoes Hit,5,761.92,0.14,23.16,201.84
ORD103164,2024-08-18,Cheryl Mathews,Germany,Home,Kitchen,Kitchen Today,9,17.44,0.29,28.14,15.31
ORD103165,2025-05-03,Alexis Davidson,France,Clothing,Jackets,Jackets Ready,8,336.36,0.27,25.76,449.68
ORD103166,2024-09-16,Sean Clarke,UK,Clothing,Shoes,Shoes Animal,5,924.72,0.09,27.89,516.66
ORD103167,2023-08-13,Joseph Walker,Australia,Electronics,Accessories,Accessories Significant,4,91.33,0.11,39.68,75.81
ORD103168,2025-02-21,Todd Gates,USA,Electronics,Laptops,Laptops Country,7,334.08,0.27,21.62,110.23
ORD103169,2025-06-20,Courtney Mcclain,Australia,Clothing,Jackets,Jackets Dream,1,684.42,0.27,45.62,39.73
ORD103170,2025-04-26,David Harris,Germany,Clothing,Jackets,Jackets Picture,10,797.21,0.27,47.46,1014.47
ORD103171,2024-01-07,William Williams,Canada,Home,Furniture,Furniture Family,4,656.07,0.09,37.75,202.58
ORD103172,2024-02-19,Dylan David,France,Clothing,Shoes,Shoes Prevent,5,816.94,0.22,38.98,470.26
ORD103173,2024-09-19,Nancy Powell,India,Electronics,Accessories,Accessories Nothing,2,739.57,0.06,45.04,357.63
ORD103174,2025-05-01,Tina Dodson,UK,Electronics,Phones,Phones Process,10,362.93,0.04,33.07,636.4
ORD103175,2024-09-10,Matthew Phillips,USA,Electronics,Accessories,Accessories Local,10,198.74,0.03,15.36,237.08
ORD103176,2024-04-03,Natalie Caldwell,Germany,Electronics,Laptops,Laptops Than,4,680.62,0.01,10.78,216.26
ORD103177,2024-01-03,Jose Ramos,Canada,Electronics,Accessories,Accessories Significant,7,447.07,0.17,22.8,163.21
ORD103178,2024-04-12,Candice Parrish,Germany,Home,Kitchen,Kitchen Remain,6,462.81,0.12,37.23,251.44
ORD103179,2024-11-16,Valerie Johnson,USA,Home,Decor,Decor Picture,7,920.84,0.16,28.68,846.41
ORD103180,2023-12-10,Jacob Cabrera,France,Electronics,Phones,Phones City,8,90.22,0.28,13.8,81.95
ORD103181,2024-08-23,Max Tyler,USA,Electronics,Phones,Phones Both,10,488.52,0.24,44.16,294.37
ORD103182,2023-12-18,Jeffrey Richardson,India,Clothing,Shirts,Shirts When,5,451.59,0.15,42.51,161.08
ORD103183,2023-09-10,Michael Fletcher MD,UK,Clothing,Shirts,Shirts Test,10,791.34,0.14,29.94,622.65
ORD103184,2023-12-07,Shannon Oneill DDS,France,Clothing,Shirts,Shirts Pay,4,996.35,0.01,31.08,251.35
ORD103185,2024-07-11,Brandon Hill,France,Home,Kitchen,Kitchen Officer,1,32.44,0.01,24.99,5.1
ORD103186,2023-11-30,Robin Miller,Canada,Electronics,Laptops,Laptops Particular,2,167.36,0.25,29.38,30.56
ORD103187,2025-05-03,Robert Wilson,UK,Clothing,Jackets,Jackets Sing,10,687.52,0.11,47.47,940.9
ORD103188,2024-12-10,Angela Lin,UK,Clothing,Shoes,Shoes Language,8,216.69,0.27,43.45,236.71
ORD103189,2024-11-29,Joel Jenkins,France,Electronics,Phones,Phones Culture,1,959.45,0.16,25.7,197.85
ORD103190,2025-03-26,Michael Joyce,Germany,Home,Decor,Decor Professional,4,329.91,0.2,48.33,277.04
ORD103191,2023-10-13,Andrew Lam,UK,Electronics,Phones,Phones Study,2,670.6,0.15,29.64,136.18
ORD103192,2024-10-13,Samantha Clark,Germany,Home,Kitchen,Kitchen Listen,6,151.57,0.21,32.4,83.67
ORD103193,2024-09-02,Darryl Gentry,USA,Clothing,Shoes,Shoes Now,8,922.44,0.08,15.51,1340.19
ORD103194,2024-06-28,Amy Hudson,Australia,Home,Decor,Decor Now,3,214.04,0.12,27.34,116.77
ORD103195,2024-09-23,Billy Hansen,India,Home,Kitchen,Kitchen Military,1,179.41,0.2,5.33,23.17
ORD103196,2023-11-09,Dorothy Howard,Canada,Clothing,Shirts,Shirts Mean,4,211.86,0.27,10.6,72.03
ORD103197,2025-02-25,Katherine Jimenez,France,Clothing,Shirts,Shirts But,4,113.31,0.02,45.73,70.89
ORD103198,2023-08-29,Frederick Davis,France,Electronics,Laptops,Laptops Section,4,295.16,0.29,11.49,120.97
ORD103199,2024-09-07,Ryan Evans,India,Home,Decor,Decor Sell,2,46.18,0.24,33.97,6.86
ORD103200,2025-02-08,Daniel Ferguson,Germany,Electronics,Laptops,Laptops Education,4,748.97,0.17,24.49,444.01
ORD103201,2024-11-27,Nancy Holmes,UK,Home,Furniture,Furniture Best,10,289.57,0.26,25.06,136.31
ORD103202,2025-06-06,Christine Gross,France,Electronics,Phones,Phones Local,9,182.77,0.16,20.02,77.29
ORD103203,2024-03-24,Jose Hernandez,France,Electronics,Accessories,Accessories Power,2,317.33,0.12,38.13,108.09
ORD103204,2024-05-10,Casey Lee,India,Home,Kitchen,Kitchen Ever,9,830.73,0.0,44.45,1681.08
ORD103205,2024-11-28,Patricia Knight,USA,Electronics,Accessories,Accessories Himself,10,326.11,0.19,18.65,636.95
ORD103206,2024-10-02,Timothy Decker,France,Home,Kitchen,Kitchen Whom,7,384.75,0.23,5.18,303.71
ORD103207,2024-06-17,Rhonda Melendez,Canada,Home,Kitchen,Kitchen Skill,4,766.41,0.18,8.43,284.54
ORD103208,2024-04-05,Michael Chavez,Germany,Electronics,Phones,Phones Possible,9,162.31,0.26,28.51,120.21
ORD103209,2024-07-30,Eric Hood,Canada,Electronics,Laptops,Laptops Instead,3,249.15,0.12,46.8,189.51
ORD103210,2023-08-11,Monica Weaver,UK,Home,Kitchen,Kitchen Deal,8,167.89,0.15,43.75,137.66
ORD103211,2024-02-24,Debbie Carey,UK,Home,Decor,Decor Key,7,37.91,0.07,24.88,53.13
ORD103212,2025-05-03,Justin Walters,Canada,Clothing,Shirts,Shirts Item,4,603.74,0.02,41.7,606.9
ORD103213,2025-03-29,Derek Griffith,USA,Clothing,Shirts,Shirts Economy,8,180.98,0.1,44.33,132.4
ORD103214,2024-06-01,Crystal Hernandez,India,Clothing,Jackets,Jackets Move,9,834.25,0.12,45.34,646.61
ORD103215,2023-07-03,Jack Sanford,Australia,Clothing,Jackets,Jackets Early,3,135.28,0.23,12.11,32.07
ORD103216,2024-02-18,Joshua Sandoval,UK,Clothing,Jackets,Jackets Threat,4,835.17,0.11,20.11,501.23
ORD103217,2025-04-16,Jennifer Jones,Canada,Home,Kitchen,Kitchen Several,4,843.95,0.13,29.33,556.6
ORD103218,2025-04-23,Nicole Ramirez,USA,Home,Furniture,Furniture Media,5,842.04,0.18,25.32,452.8
ORD103219,2025-02-13,Jennifer Nunez,Germany,Clothing,Jackets,Jackets Agree,9,204.42,0.08,46.12,291.68
ORD103220,2024-08-15,Victoria Wilson,India,Clothing,Shoes,Shoes Operation,1,827.22,0.02,45.28,164.17
ORD103221,2024-06-30,Madison Irwin,Germany,Home,Furniture,Furniture Agree,8,959.77,0.03,41.25,698.65
ORD103222,2025-02-06,Richard Brown,Canada,Clothing,Shirts,Shirts Among,6,593.09,0.02,45.05,967.62
ORD103223,2024-12-28,William Ross,Australia,Electronics,Laptops,Laptops Beautiful,10,212.13,0.2,5.57,422.6
ORD103224,2024-06-08,Jodi Powers,Australia,Clothing,Shoes,Shoes Sister,1,32.39,0.09,14.89,7.79
ORD103225,2024-10-10,Lynn Potter,France,Electronics,Phones,Phones Light,8,46.38,0.28,48.61,30.52
ORD103226,2023-09-02,Damon Harmon,Germany,Clothing,Shirts,Shirts Second,8,224.8,0.03,17.59,435.29
ORD103227,2025-05-19,Jerome Rogers,France,Electronics,Laptops,Laptops Hour,6,152.44,0.06,26.89,154.68
ORD103228,2023-12-10,Travis Mcdaniel,France,Clothing,Shirts,Shirts Approach,6,480.26,0.17,47.55,161.66
ORD103229,2024-10-15,Kyle Castillo Jr.,France,Clothing,Jackets,Jackets Indeed,5,920.93,0.2,8.31,972.39
ORD103230,2024-07-30,Andrew Hood,France,Clothing,Shirts,Shirts Room,1,426.19,0.22,9.35,88.76
ORD103231,2023-10-15,Elizabeth Elliott,Canada,Electronics,Laptops,Laptops Mouth,1,338.38,0.17,36.34,64.05
ORD103232,2024-09-26,Angela Green,Germany,Home,Decor,Decor Form,4,82.69,0.17,36.4,15.82
ORD103233,2024-10-10,Dwayne Garcia,India,Electronics,Laptops,Laptops Support,3,233.0,0.13,5.99,58.17
ORD103234,2025-04-02,Christopher Galvan,UK,Clothing,Shoes,Shoes Wait,9,913.2,0.19,8.05,822.58
ORD103235,2024-09-30,Barbara Dixon,USA,Electronics,Accessories,Accessories Yourself,5,42.01,0.12,16.2,20.85
ORD103236,2023-07-11,Lisa Jackson,Australia,Clothing,Shirts,Shirts Recognize,1,267.17,0.01,41.38,50.2
ORD103237,2024-11-08,Mark Smith,India,Clothing,Shirts,Shirts Show,5,583.29,0.03,9.29,403.09
ORD103238,2024-10-23,Gregory Richardson,Australia,Home,Decor,Decor Business,7,942.69,0.29,36.58,1140.15
ORD103239,2024-05-11,Monica Cruz,USA,Home,Decor,Decor Color,10,874.51,0.11,6.78,1461.6
ORD103240,2025-01-14,Melissa Goodwin,UK,Clothing,Jackets,Jackets Fall,7,722.56,0.06,38.39,431.89
ORD103241,2023-06-30,Nicholas Moore,Canada,Electronics,Phones,Phones Interest,10,116.81,0.05,42.38,262.66
ORD103242,2024-01-30,Jeff Brown,France,Electronics,Phones,Phones Decision,2,341.58,0.15,35.91,130.61
